"STATION","ID","ELEV(FEET)","LATITUDE","LONGITUDE","COUNTY","RIVER BASIN"
"SAN VICENTE DAM","SVD","663","32.912998","-116.924004","SAN DIEGO","SAN DIEGO R"
"SAND FLAT","SDF","6750","41.350239","-122.246529","SISKIYOU","SACRAMENTO R"
"SANDBERG","SNG","4510","34.743610","-118.724167","LOS ANGELES","MOJAVE DESERT"
"SANDBERG ALERT","SBE","3635","34.746387","-118.723892","LOS ANGELES","MOJAVE DESERT"
"SANTA BARBARA PORTRERO","SBT","5300","34.770561","-119.651901","SANTA BARBARA","SISQUOC R"
"SANTA CLARA R AT E LA FALDA WY NR PIRU","ELF","710","34.403526","-118.739143","VENTURA","SANTA CLARA R"
"SANTA CLARA R AT MONTALVO","MNV","120","34.278999","-119.140999","VENTURA","SANTA CLARA R"
"SANTA CLARA R AT MRCA BR","RVA","2196","34.438648","-118.278023","LOS ANGELES","SANTA CLARA R"
"SANTA CLARA RIVER AT FREEMAN DIVERSION","STF","187","34.299400","-119.107803","VENTURA","SANTA CLARA R"
"SANTA CLARA RIVER AT VICTORIA AVENUE","VCA","30","34.235001","-119.215797","VENTURA","SANTA CLARA R"
"SANTA CRUZ ISLAND","SCZ","600","34.016998","-119.782997","SANTA BARBARA","S BARBARA COAST"
"SANTA FE","SAF","500","34.126099","-117.946404","LOS ANGELES","SAN GABRIEL R"
"SANTA LUCIA CONSERVANCY","SLU","1883","36.486134","-121.793877","MONTEREY","CARMEL R"
"SANTA MARGARITA BOOSTER","SMB","1100","35.373890","-120.637497","SAN LUIS OBISPO","SALINAS R"
"SANTA MARGARITA RIVER - YSIDORA","YDR","75","33.240002","-117.389999","SAN DIEGO","SANTA MARGARITA R"
"SANTA RITA","SRI","5000","36.348000","-120.598000","SAN BENITO","SAN BENITO R"
"SANTA ROSA (CDF)","STA","560","38.479000","-122.711998","SONOMA","RUSSIAN R"
"SANTA ROSA ISLAND","ROS","1250","33.966999","-120.067001","SANTA BARBARA","S BARBARA COAST"
"SANTA ROSA PLATEAU","SAR","1980","33.528999","-117.231003","RIVERSIDE","SAN JACINTO R"
"SANTA YNEZ R AT H ST NR LOMPOC","SYH","57","34.668316","-120.457939","SANTA BARBARA","SANTA YNEZ R"
"SANTA YNEZ R AT NARROWS NR LOMPOC","NRW","85","34.637001","-120.424004","SANTA BARBARA","SANTA YNEZ R"
"SANTA YSABEL","SYS","2990","33.109001","-116.672997","SAN DIEGO","SAN DIEGO R"
"SANTEE","SNT","300","32.841000","-117.027000","SAN DIEGO","SAN DIEGO R"
"SAUGUS","SAU","1450","34.424999","-118.525002","LOS ANGELES","SANTA CLARA R"
"SAWMILL","SWM","10200","37.161964","-118.562592","INYO","OWENS R"
"SAWYERS BAR","SYB","4500","41.299999","-123.116997","SISKIYOU","SALMON R"
"SCHNEIDERS","SCN","8750","38.747002","-120.068001","EL DORADO","AMERICAN R"
"SCHULTIES RD","SCH","1400","37.132999","-121.969002","SANTA CRUZ","SAN LORENZO R"
"SCORPION","SCP","4400","41.112000","-122.696999","TRINITY","TRINITY R"
"SCOTT DAM","SCD","1807","39.408298","-122.958603","LAKE","EEL R"
"SCOTT MOUNTAIN","SCT","5900","41.272202","-122.719482","SISKIYOU","SCOTT R"
"SCOTT RIVER NEAR FORT JONES","SFJ","2623","41.640690","-123.015038","SISKIYOU","KLAMATH R"
"SCOTTS CK NR LAKEPORT","SCS","1400","39.095448","-122.961044","LAKE","SACRAMENTO R"
"SECRET TOWN","SRT","2720","39.182999","-120.883003","NEVADA","BEAR R"
"SEED ORCHARD RAWS NEAR MICHIGAN BLUFF 4N","SOM","4300","39.091389","-120.731667","EL DORADO","AMERICAN R"
"SENATOR WASH","SQK","300","32.908001","-114.494003","IMPERIAL","COLORADO R"
"SESPE CREEK NR FILLMORE","SSP","565","34.441662","-118.927322","VENTURA","SANTA CLARA R"
"SEVEN OAKS DAM","SVO","2610","34.117802","-117.097801","SAN BERNARDINO","SANTA ANA R"
"SEVEN OAKS DAM (CW3E)","SEV","2582","34.114758","-117.087486","SAN BERNARDINO","SANTA ANA R"
"SF BATTLE CK BLW DIV TO COLEMAN CANAL","BTB","1160","40.402512","-121.969078","TEHAMA","SACRAMENTO R"
"SF KINGS R ABV BOYDEN CAVERN","KBC","3779","36.808891","-118.778061","FRESNO","KINGS R"
"SF KINGS R ABV ROARING R","KRR","4851","36.786957","-118.616570","FRESNO","KINGS R"
"SF PIT RIVER NEAR LIKELY","PLK","4508","41.230728","-120.437172","MODOC","PIT R"
"SF RUBICON RIVER BELOW GERLE CK","RBG","4970","38.955002","-120.401001","EL DORADO","AMERICAN R"
"SF STANISLAUS R AT STRAWBERRY","S61","5235","38.197498","-120.007500","TUOLUMNE","STANISLAUS R"
"SF STANISLAUS R NR STRAWBERRY DIV DAM","S83","4915","38.177776","-120.045830","TUOLUMNE","STANISLAUS R"
"SF TULE R NR SUCCESS","TSC","770","36.042500","-118.856697","TULARE","TULE R"
"SF TUOLUMNE R NR OAKLAND REC CAMP","STO","2800","37.821701","-120.011902","TUOLUMNE","TUOLUMNE R"
"SHACKLEFORD CK NR MUGGINSVILLE","SCK","2690","41.624813","-122.965668","SISKIYOU","SCOTT R"
"SHAG SLOUGH","SGG","0","38.318333","-121.693054","SOLANO","SACRAMENTO R"
"SHASTA DAM  (USBR)","SHA","1067","40.717999","-122.419998","SHASTA","SACRAMENTO R"
"SHASTA DAM (USBR)","SHS","1100","40.716999","-122.417000","SHASTA","SACRAMENTO R"
"SHASTA DAM (WATER QUALITY)","SHD","580","40.716099","-122.425301","SHASTA","SACRAMENTO R"
"SHASTA DAM 1","SHT","1077","40.714367","-122.416588","SHASTA","SACRAMENTO R"
"SHASTA PENSTOCK #1","SP1","580","40.717999","-122.424004","SHASTA","SACRAMENTO R"
"SHASTA PENSTOCK #2","SP2","580","40.717999","-122.424004","SHASTA","SACRAMENTO R"
"SHASTA PENSTOCK #3","SP3","580","40.717999","-122.424004","SHASTA","SACRAMENTO R"
"SHASTA PENSTOCK #4","SP4","580","40.717999","-122.424004","SHASTA","SACRAMENTO R"
"SHASTA PENSTOCK #5","SP5","580","40.717999","-122.424004","SHASTA","SACRAMENTO R"
"SHASTA R AT GRENADA PUMP PLANT","SPU","2560","41.610001","-122.471107","SISKIYOU","SHASTA R"
"SHASTA R BLW CTY RD A-12 NR GRENADA","SBG","2490","41.649071","-122.499168","SISKIYOU","SHASTA R"
"SHASTA R NR EDGEWOOD","SRE","3000","41.472881","-122.439400","SISKIYOU","SHASTA R"
"SHASTA RIVER BELOW DWINNELL","SRD","2750","41.543377","-122.376831","SISKIYOU","SHASTA R"
"SHASTA RIVER NEAR MONTAGUE","SRM","2458","41.709030","-122.538078","SISKIYOU","SHASTA R"
"SHASTA RIVER NEAR YREKA","SRY","2000","41.822918","-122.595581","SISKIYOU","SHASTA R"
"SHAVER","SAV","5746","37.134998","-119.256111","FRESNO","SAN JOAQUIN R"
"SHEEP RANCH","SHR","2370","38.209999","-120.461998","CALAVERAS","CALAVERAS R"
"SHEET IRON 1 REPEATER","SH1","6500","39.491699","-122.733902","TEHAMA","SACRAMENTO R"
"SHERMAN PEAK REPEATER","SR1","9900","36.009998","-118.389999","TULARE","TULARE LAKE WESTSIDE"
"SHIMMY LAKE","SHM","6400","41.005299","-122.801598","TRINITY","TRINITY R"
"SHINGLETOWN","SHI","3630","40.497501","-121.851936","SHASTA","SACTO VLY NE"
"SHIRLEY GULCH","SHG","225","37.901901","-120.758904","SAN JOAQUIN","SAN JOAQUIN R"
"SIERRA CITY","SRC","4700","39.567684","-120.653397","SIERRA","YUBA R"
"SIERRA SNOW LAB","SSL","6950","39.319000","-120.366997","NEVADA","YUBA R"
"SIERRAVILLE (DWR)","SVL","4975","39.584949","-120.369652","SIERRA","FEATHER R"
"SILVER CR BLW CAMINO DAM","SVC","1863","38.824001","-120.538002","EL DORADO","AMERICAN R"
"SILVER LAKE","SIL","7100","38.679604","-120.118195","EL DORADO","AMERICAN R"
"SILVER LAKE RESERVOIR","SIV","7134","38.668999","-120.121002","AMADOR","AMERICAN R"
"SIMI VALLEY HIGH SCHOOL","SIH","0","34.276299","-118.683601","VENTURA","VENTURA R"
"SIMS RAWS","SIR","2580","41.073299","-122.373299","SHASTA","SACRAMENTO R"
"SISQUOC RIVER AT GAREY","GRY","354","34.839703","-120.168205","SANTA BARBARA","SISQUOC R"
"SJRRP MW-09-49B","49B","171","36.771198","-120.270203","FRESNO","SAN JOAQUIN R"
"SKYLINE HARVEST","SKY","2733","39.470970","-121.091675","YUBA","YUBA R"
"SLAB CREEK","SLB","1850","38.772499","-120.699402","EL DORADO","AMERICAN R"
"SLATE CREEK","SLT","5700","41.043980","-122.480103","SHASTA","SACRAMENTO R"
"SLATER BUTTE","SRB","4670","41.858002","-123.353996","SISKIYOU","KLAMATH R"
"SLIDE CANYON","SLI","9200","38.091232","-119.431885","TUOLUMNE","TUOLUMNE R"
"SLY CREEK","SLC","3536","39.584000","-121.115997","BUTTE","FEATHER R"
"SLY PARK","SLP","3530","38.717312","-120.563057","EL DORADO","COSUMNES R"
"SMITH MOUNTAIN","SMI","3920","36.083000","-120.608002","MONTEREY","SALINAS R"
"SMITH PEAK RAWS","SEW","3871","37.800499","-120.100800","TUOLUMNE","TUOLUMNE R"
"SMITH R NR CRESCENT CITY (JED SMITH SP)","JED","120","41.791504","-124.076187","DEL NORTE","SMITH R"
"SMITH RIVER AT DR FINE BRIDGE","DRF","63","41.880901","-124.136688","DEL NORTE","SMITH R"
"SNOW MOUNTAIN","SNM","5950","40.778809","-121.782677","SHASTA","PIT R"
"SNOW SURVEYS TEST STATION","TST","0","0.000000","0.000000","SACRAMENTO","SACRAMENTO R"
"SODA CK NR NAPA","SDK","200","38.376148","-122.282700","NAPA","SODA CREEK"
"SODA CREEK","SOD","1773","39.425278","-122.977219","LAKE","EEL R"
"SOLDIER MOUNTAIN","SLD","3710","40.925999","-121.585999","SHASTA","PIT R"
"SOMES BAR","SSB","920","41.333000","-123.500000","HUMBOLDT","KLAMATH R"
"SONORA PASS BRIDGE","SPS","8750","38.318001","-119.600998","MONO","WALKER R"
"SONORA WEATHER STATION","SWX","2221","37.961456","-120.324104","TUOLUMNE","TUOLUMNE R"
"SOQUEL CREEK","SQL","30","36.983002","-121.949997","SANTA CRUZ","SAN LORENZO R"
"SOUTH DIVERSION CANAL","SDV","373","39.810001","-122.329201","TEHAMA","SACRAMENTO R"
"SOUTH FORK BATTLE CREEK NEAR MANTON","BAS","997","40.405804","-121.980675","TEHAMA","SACRAMENTO R"
"SOUTH FORK EEL RIVER AT LEGGETT","LEG","747","39.874596","-123.720581","MENDOCINO","EEL R"
"SOUTH FORK KERN RIVER NEAR ONYX","SKO","2900","35.737453","-118.173691","KERN","KERN R"
"SOUTH FORK MERCED RIVER AT WAWONA","SMW","3960","37.541698","-119.672203","MARIPOSA","MERCED R"
"SOUTH FORK MOUNTAIN","SHK","3450","40.657001","-122.525002","SHASTA","SACRAMENTO R"
"SOUTH FORK TRINITY RIVER BELOW HYAMPOM","TBH","12","40.649864","-123.494202","HUMBOLDT","TRINITY R"
"SOUTH FORK WILLOW CREEK NEAR FRUTO","WCF","400","39.541672","-122.389999","GLENN","SACRAMENTO R"
"SOUTH HONCUT CREEK NEAR BANGOR","SFH","630","39.368240","-121.371880","BUTTE","FEATHER R"
"SOUTH LAKE","SLK","9600","37.175903","-118.562660","INYO","OWENS R"
"SOUTH MOUNTAIN EAST","SME","1020","34.300999","-119.043999","VENTURA","SANTA CLARA R"
"SOUTH YUBA CANAL YB-34","Y34","4480","39.294998","-120.820999","NEVADA","YUBA R"
"SPANISH CK ABV BLACKHAWK CK AT KEDDIE","SPK","3130","40.002949","-120.954399","PLUMAS","FEATHER R"
"SPANISH LAKE","SPA","4840","36.262001","-120.526001","FRESNO","LOS GATOS CR (NEAR COALINGA)"
"SPRATT CREEK","SPT","6150","38.666271","-119.817421","ALPINE","CARSON R"
"SPRING CREEK DEBRIS DAM","SPC","816","40.629002","-122.473999","SHASTA","SACRAMENTO R"
"SPRING GAP FOREBAY (PG&E)","SFB","5100","38.172001","-120.102997","CALAVERAS","STANISLAUS R"
"SPRING VALLEY","SVA","1075","37.562500","-122.435997","SAN MATEO","SAN MATEO CREEK"
"SPRINGVILLE TULE POWERPLANT","SGV","4070","36.163101","-118.707199","TULARE","TULE R"
"ST JOHNS R BLW MCKAY POINT","JRM","455","36.389702","-119.048302","TULARE","KAWEAH R"
"ST MARYS COLLEGE","SMC","620","37.841999","-122.107002","CONTRA COSTA","EAST BAY"
"ST. HELENA 4WSW","SH4","1729","38.493061","-122.539719","NAPA","NAPA R"
"STAMPEDE","STP","5956","39.471001","-120.102997","SIERRA","TRUCKEE R"
"STAMPEDE (USFS)","SPL","6867","39.483002","-120.054001","SIERRA","TRUCKEE R"
"STANISLAUS MEADOW","SLM","7750","38.505501","-119.937302","ALPINE","STANISLAUS R"
"STANISLAUS POWERHOUSE","SPW","1060","38.132999","-120.366997","CALAVERAS","STANISLAUS R"
"STANISLAUS R AT KOETITZ RANCH","KOT","54","37.699780","-121.170197","STANISLAUS","STANISLAUS R"
"STANISLAUS R AT ORANGE BLOSSOM BRIDGE","OBB","117","37.783001","-120.750000","STANISLAUS","STANISLAUS R"
"STANISLAUS R-GOODWIN","SNS","252","37.852001","-120.637001","CALAVERAS","STANISLAUS R"
"STANISLAUS RIVER AT OAKDALE","SOK","120","37.777000","-120.851997","STANISLAUS","STANISLAUS R"
"STANISLAUS RIVER AT RIPON","RIP","73","37.729652","-121.110497","SAN JOAQUIN","STANISLAUS R"
"STATE LAKES","STL","10300","36.926998","-118.573997","FRESNO","KINGS R"
"STATEN ISLAND","STI","0","38.116920","-121.498848","SAN JOAQUIN","DELTA"
"STEAMBOAT SLOUGH BLW SUTTER SLOUGH","SUS","15","38.252499","-121.601402","SACRAMENTO","SACRAMENTO R"
"STEAMBOAT SLOUGH BTW SAC R AND SUTTER SL","SSS","10","38.285000","-121.586998","SACRAMENTO","SACRAMENTO R"
"STEAMBOAT SLOUGH NR SACRAMENTO R","SXS","5","38.191265","-121.637878","SACRAMENTO","SACRAMENTO R"
"STEVINSON WELL MW-OA-3","ST3","94","37.330280","-120.814438","MERCED","MERCED R"
"STIRLING CITY","SRL","3520","39.904400","-121.527802","BUTTE","FEATHER R"
"STOCKTON DEEP WATER SHIP CHANNEL DO","SDO","15","37.963001","-121.364998","SAN JOAQUIN","SAN JOAQUIN R"
"STOCKTON FIRE STATION","SFS","14","37.999001","-121.319000","SAN JOAQUIN","SAN JOAQUIN R"
"STONEY CK BLW BLACK BUTTE DAM","BBQ","366","39.818600","-122.323898","TEHAMA","SACRAMENTO R"
"STONY CK NR GRIZZLY FLAT (CO RD 200A)","SCG","496","39.731812","-122.413994","GLENN","STONY CR"
"STONY CREEK NR SUWANNA RANCH (CO RD 410)","SUW","890","39.484825","-122.514130","GLENN","STONY CR"
"STONY GORGE RESERVOIR","STG","800","39.583000","-122.532997","GLENN","STONY CR"
"STONYFORD RAWS","SNY","1263","39.367199","-122.572800","COLUSA","STONY CR"
"STOUTS MEADOW","STM","5400","41.169140","-121.939827","SHASTA","MC CLOUD R"
"STRAWBERRY VALLEY","SBY","3810","39.563999","-121.106003","YUBA","FEATHER R"
"STRONG RANCH - HURLEY WAY","HRY","35","38.586945","-121.405281","SACRAMENTO","AMERICAN R"
"STUD HORSE CANYON","SHC","2970","35.289001","-118.450996","KERN","CALIENTE CR"
"STUMPY MEADOWS RESERVOIR(MARK EDSON DAM)","EDN","4272","38.903000","-120.602997","EL DORADO","AMERICAN R"
"SUCCESS DAM","SCC","692","36.061001","-118.921997","TULARE","TULE R"
"SUCCESS WEATHER","SCW","590","36.049999","-118.913902","TULARE","TULE R"
"SUGAR CK BLW DARBEE DITCH NR CALLAHAN","SDA","3400","41.315681","-122.869484","SISKIYOU","SCOTT R"
"SUGAR CK NR CALLAHAN","SGN","3130","41.328594","-122.843391","SISKIYOU","SCOTT R"
"SUGAR CUT","SGA","8","37.792858","-121.421494","SAN JOAQUIN","SAN JOAQUIN R"
"SUGAR CUT","SUR","35","37.788471","-121.419334","SAN JOAQUIN","DELTA"
"SUGAR PINE","SGP","3843","39.123974","-120.761200","PLACER","AMERICAN R"
"SUGARLOAF","SGL","8120","36.726665","-118.675003","TULARE","KINGS R"
"SUGARLOAF (USFS)","SUG","4200","40.917000","-122.438004","SHASTA","SACRAMENTO R"
"SUISUN BAY AT CHANNEL MARKER 16","C16","0","38.065529","-122.043518","CONTRA COSTA","DELTA"
"SUISUN BAY AT CHANNEL MARKER 24A","C24","0","38.055096","-121.954292","CONTRA COSTA","DELTA"
"SUISUN BAY AT VAN SICKLE ISLAND","C31","0","38.049530","-121.887550","CONTRA COSTA","DELTA"
"SUISUN BAY – CUTOFF NEAR RYER","RYC","0","38.083969","-121.995880","SOLANO","DELTA"
"SUMMIT MEADOW","SDW","9313","38.397499","-119.535599","MONO","WALKER R"
"SUNNYSIDE MEADOW","SSM","6300","39.698132","-120.782211","SIERRA","YUBA R"
"SUNRISE CLUB","SNC","0","38.185001","-122.083000","SOLANO","DELTA"
"SUSAN R NR STANDISH","SSD","4030","40.381092","-120.435036","LASSEN","SUSAN R"
"SUSAN RIVER AT SUSANVILLE","SSU","4190","40.413715","-120.664223","LASSEN","SUSAN R"
"SUTTER BYPASS AT LONGBRIDGE","LNB","64","39.147999","-121.839996","SUTTER","SACRAMENTO R"
"SUTTER BYPASS CHANNEL AT PUMPING PLANT 1","SB1","34","38.932320","-121.635330","SUTTER","SACRAMENTO R"
"SUTTER BYPASS CHANNEL AT PUMPING PLANT 2","SB2","34","39.025681","-121.727180","SUTTER","SACRAMENTO R"
"SUTTER BYPASS CHANNEL AT PUMPING PLANT 3","SB3","34","39.120064","-121.779778","SUTTER","SACRAMENTO R"
"SUTTER SLOUGH AT COURTLAND","SUT","0","38.328602","-121.577202","SACRAMENTO","SACRAMENTO R"
"SWEENEY CREEK","SYP","121","38.445549","-121.953880","SOLANO","ULATIS CR"
"SYCAMORE CANYON","SYC","4800","34.583000","-119.075996","VENTURA","SANTA CLARA R"
"TAHOE CITY CROSS","TCC","6750","39.171440","-120.154655","PLACER","LAKE TAHOE"
"TAMARACK SUMMIT","TMR","7550","37.163750","-119.200531","FRESNO","SAN JOAQUIN R"
"TANBARK ANGELES NF","TAN","2730","34.167000","-117.766998","LOS ANGELES","LOS ANGELES R"
"TASSAJARA","TAS","30","37.787441","-121.874947","CONTRA COSTA","EAST BAY"
"TAYLOR RIDGE","TYR","4000","40.917000","-122.817001","TRINITY","TRINITY R"
"TEAL CLUB AT FRANK HORAN SLOUGH","TEA","0","38.176601","-122.087196","SOLANO","DELTA"
"TEERINK PUMPING PLANT","TEE","497","35.032749","-119.008102","KERN","NOT SPECIFIED"
"TEHACHAPI AIRPORT","TAP","3890","35.132999","-118.438004","KERN","CALIENTE CR"
"TELEGRAPH HILL","TLH","3730","38.031101","-120.351936","TUOLUMNE","STANISLAUS R"
"TEMESCAL CANYON LAKE","TCL","0","33.867222","-117.530296","RIVERSIDE","SANTA ANA R"
"TEMESCAL WASH N OF CAJALCO ROAD","CRN","771","33.827518","-117.510406","RIVERSIDE","SANTA ANA R"
"TENAYA CREEK AT TENAYA BRIDGE","TEN","3962","37.741749","-119.558533","MARIPOSA","MERCED R"
"TENAYA LAKE","TNY","8150","37.837582","-119.449875","MARIPOSA","MERCED R"
"TERMINUS DAM","TRM","752","36.415001","-119.001999","TULARE","KAWEAH R"
"TEST STATION","TTT","1000","34.299999","-120.699997","ALAMEDA","ALAMEDA CR"
"THERMALITO AFTERBAY","TAB","140","39.450001","-121.633003","BUTTE","FEATHER R"
"THERMALITO DIVERSION DAM FISH BARRIER","TFB","171","39.520428","-121.547897","BUTTE","FEATHER R"
"THERMALITO DIVERSION POOL","THD","230","39.528000","-121.542999","BUTTE","FEATHER R"
"THERMALITO RIVER OUTLET WEATHER STATION","TWS","110","39.458000","-121.670998","BUTTE","FEATHER R"
"THOMES CREEK (CDF)","TCK","1025","39.858002","-122.612000","TEHAMA","SACRAMENTO R"
"THOMES CREEK AT PASKENTA","THO","720","39.887840","-122.528564","TEHAMA","SACRAMENTO R"
"THOMPSON CREEK DAM","THP","1600","34.139000","-117.709000","LOS ANGELES","LOS ANGELES R"
"THOMPSON MEADOW SITE #1","TM1","5504","39.979198","-120.476418","PLUMAS","FEATHER R"
"THOMPSON MEADOW SITE #2","TM2","5466","39.974258","-120.472694","PLUMAS","FEATHER R"
"THOMPSON MEADOW SITE #3","TM3","5496","39.980137","-120.479874","PLUMAS","FEATHER R"
"THOMPSON VALLEY","TVL","5404","39.979000","-120.478897","PLUMAS","FEATHER R"
"THREE MILE SLOUGH","TMS","15","38.105999","-121.699997","SACRAMENTO","SACRAMENTO R"
"THREE MILE SLOUGH AT SAN JOAQUIN R","SR3","8","38.090111","-121.686768","SACRAMENTO","SAN JOAQUIN R"
"THREEMILE SLOUGH AT SAN JOAQUIN RIVER","TSL","10","38.103298","-121.686096","SACRAMENTO","SACRAMENTO R"
"TICE CREEK AT ROSSMOOR BASIN","RMB","241","37.876080","-122.072449","CONTRA COSTA","EAST BAY"
"TIGER CREEK POWERHOUSE","TCP","2360","38.450001","-120.483002","CALAVERAS","MOKELUMNE R"
"TILDEN PARK","TLD","1905","37.883598","-122.221901","CONTRA COSTA","EAST BAY"
"TIOGA PASS ENTRY STATION","TES","9945","37.910870","-119.258507","TUOLUMNE","TUOLUMNE R"
"TOE DRAIN AT LIBERTY ISLAND NR COURTLAND","TOE","0","38.349167","-121.644722","YOLO","DELTA"
"TOM PAINE SLOUGH ABV INTAKE STRUCTURE","TPI","9","37.790100","-121.418510","SAN JOAQUIN","SAN JOAQUIN R"
"TOM PAINE SLOUGH ABV THE MOUTH","TPS","9","37.790535","-121.418633","SAN JOAQUIN","SAN JOAQUIN R"
"TOM PAINE SLOUGH NR PESCADERO","TPP","10","37.767284","-121.351028","SAN JOAQUIN","SAN JOAQUIN R"
"TONNER CANYON","TNR","1340","33.947498","-117.822197","LOS ANGELES","SANTA ANA R"
"TOPANGA RAWS","TPG","1600","34.136398","-118.605003","LOS ANGELES","VENTURA LA COASTAL"
"TOTAL RELEASE-FEATHER R BLW THERMALITO","THA","900","39.450001","-121.633003","BUTTE","FEATHER R"
"TRACY PUMPING PLANT","TRP","3","37.799999","-121.584999","SAN JOAQUIN","SAN JOAQUIN R"
"TRAVIS AFB","TAF","59","38.266701","-121.933296","SOLANO","DELTA"
"TRIMMER","TRI","1540","36.900002","-119.199997","FRESNO","KINGS R"
"TRINITY CAMP","TNC","2100","40.679001","-122.833000","TRINITY","TRINITY R"
"TRINITY GUARD STATION","TGS","4100","40.825001","-122.660004","TRINITY","TRINITY R"
"TRINITY LAKE","CLE","2370","40.800999","-122.762001","TRINITY","TRINITY R"
"TRINITY R ABV COFFEE CR NR TRINITY CTR","TRC","2537","41.111256","-122.705582","TRINITY","TRINITY R"
"TRINITY R ABV NF TRINITY NR HELENA","NFH","1380","40.766533","-123.114479","TRINITY","TRINITY R"
"TRINITY R AT JUNCTION CITY","TJC","1445","40.728477","-123.061974","TRINITY","TRINITY R"
"TRINITY R AT LEWISTON","TNL","1816","40.719002","-122.802002","TRINITY","TRINITY R"
"TRINITY RIVER AT DOUGLAS CITY","DGC","1600","40.645279","-122.956665","TRINITY","TRINITY R"
"TRINITY RIVER AT HOOPA","HPA","330","41.049850","-123.673668","HUMBOLDT","TRINITY R"
"TRINITY RIVER BELOW LIMEKILN GULCH","TLK","1650","40.673000","-122.918999","TRINITY","TRINITY R"
"TRINITY RIVER NEAR BURNT RANCH","TBR","944","40.788750","-123.440041","TRINITY","TRINITY R"
"TROUGH SPRING","TRS","4000","39.296001","-122.653999","COLUSA","STONY CR"
"TRUCKEE 2","TK2","6400","39.299999","-120.194000","PLACER","TRUCKEE R"
"TRUCKEE R AT BOCA BRIDGE","TBB","5484","39.385185","-120.087700","NEVADA","TRUCKEE R"
"TRUCKEE RIVER AT FARAD","FAR","5153","39.427963","-120.034088","NEVADA","TRUCKEE R"
"TRUCKEE RIVER AT FARAD","TRF","5153","39.428001","-120.032997","NEVADA","LAKE TAHOE"
"TRUCKEE RIVER AT TAHOE","TKT","6217","39.164001","-120.142998","PLACER","LAKE TAHOE"
"TRUCKEE RIVER AT TAHOE CITY","TTC","5930","39.166294","-120.144356","PLACER","TRUCKEE R"
"TRUCKEE RIVER NEAR TRUCKEE","TRK","5858","39.296295","-120.205475","NEVADA","TRUCKEE R"
"TULARE LAKE UNIMPAIRED RUNOFF","TLU","175","36.000000","-119.699997","KINGS","TULARE LAKE"
"TULE R BLW SUCCESS DAM","SCQ","536","36.056702","-118.924202","TULARE","TULE R"
"TULE R CONDUIT BLW TULE DIV DAM","TCD","5100","36.208599","-118.656898","TULARE","TULE R"
"TULE R NR ROAD 64","TLR","240","36.087200","-119.428902","TULARE","TULE R"
"TULE R NR SPRINGVILLE","TSG","680","36.100601","-118.868599","TULARE","TULE R"
"TUNNEL GUARD STATION","TUN","8900","36.366348","-118.289116","TULARE","KERN R"
"TUOLUMNE MEADOWS","TUM","8600","37.876408","-119.348099","TUOLUMNE","TUOLUMNE R"
"TUOLUMNE R ABV EARLY INTAKE NEAR MATHER","TAI","2420","37.879368","-119.947128","TUOLUMNE","TUOLUMNE R"
"TUOLUMNE R AT THE GRAND CYN OF TUOLUMNE","TGC","3830","37.916588","-119.659897","TUOLUMNE","TUOLUMNE R"
"TUOLUMNE R AT TUOLUMNE CITY","TRT","53","37.603142","-121.131310","STANISLAUS","TUOLUMNE R"
"TUOLUMNE R AT WATERFORD","TRW","100","37.633598","-120.765556","STANISLAUS","TUOLUMNE R"
"TUOLUMNE R BL EARLY INTAKE NEAR MATHER","TBI","2200","37.881592","-119.970184","TUOLUMNE","TUOLUMNE R"
"TUOLUMNE R BLW LA GRANGE DAM NR LA GRANG","LGN","170","37.666321","-120.442139","STANISLAUS","TUOLUMNE R"
"TUOLUMNE R-LA GRANGE DAM","TLG","170","37.666000","-120.441002","STANISLAUS","TUOLUMNE R"
"TUOLUMNE RIVER AT MERALS POOL","TMP","1420","37.836540","-120.054161","TUOLUMNE","TUOLUMNE R"
"TUOLUMNE RIVER AT MODESTO","MOD","90","37.626877","-120.987991","STANISLAUS","TUOLUMNE R"
"TUOLUMNE RIVER NEAR HETCH HETCHY","TRH","3430","37.937420","-119.798233","TUOLUMNE","TUOLUMNE R"
"TUOLUMNE STF 2 PORTABLE RAWS","POU","2800","37.948700","-120.270599","TUOLUMNE","TUOLUMNE R"
"TURNER CUT NEAR HOLT","TRN","0","37.992802","-121.454201","SAN JOAQUIN","SAN JOAQUIN R"
"TWEEDY CREEK","TWC","3620","35.221001","-118.471001","KERN","CALIENTE CR"
"TWITCHELL RESERVOIR","TWT","692","34.983002","-120.317001","SAN LUIS OBISPO","SANTA MARIA R"
"UC MERCED WEATHER STATION","UCM","270","37.369110","-120.420128","MERCED","SAN JOAQUIN R"
"ULATIS CREEK AT PLEASANTS VALLEY ROAD","ULT","362","38.405079","-122.042549","SOLANO","DELTA"
"ULTATIS CREEK","ULC","0","38.294167","-121.759720","SOLANO","DELTA"
"UNION ISLAND","UNI","0","37.822102","-121.374992","SAN JOAQUIN","DELTA"
"UNION VALLEY","UNV","4870","38.863998","-120.438004","EL DORADO","AMERICAN R"
"UPPER BULL","KUB","8073","36.966900","-119.056602","FRESNO","KINGS R"
"UPPER BURNT CORRAL","UBC","9700","37.183296","-118.938293","FRESNO","KINGS R"
"UPPER CACHE SLOUGH","UCS","0","38.275555","-121.709167","SOLANO","SACRAMENTO R"
